text,aspect,polarity,lang
"toujours très original, on y goutte des plats qu'on ne verra pas autre part.",general,pos,fr
"toujours très original, on y goutte des plats qu'on ne verra pas autre part.",plats,pos,fr
"La table des desserts donne vraiment envie, on vous y coupe une bonne part de tarte gourmande ou de gâteau frais, fait maison!",table des desserts,pos,fr
"La table des desserts donne vraiment envie, on vous y coupe une bonne part de tarte gourmande ou de gâteau frais, fait maison!",tarte gourmande,pos,fr
"La table des desserts donne vraiment envie, on vous y coupe une bonne part de tarte gourmande ou de gâteau frais, fait maison!",gâteau,pos,fr
On se sent un peu comme à la maison avec la qualité bien relevée!,general,pos,fr
On se sent un peu comme à la maison avec la qualité bien relevée!,general,pos,fr
Et l'équipe est adorable!,équipe,pos,fr
Y aller également pour la terrasse qui est très jolie!,terrasse,pos,fr
concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!,general,pos,fr
concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!,cuisine,pos,fr
concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!,endroit,pos,fr
concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!,tartare,pos,fr
concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!,frites,pos,fr
concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!,general,pos,fr
concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!,frites,pos,fr
très bien,general,pos,fr
2 heures dattentes minumum aucun service et patronne execrable !,attentes,neg,fr
2 heures dattentes minumum aucun service et patronne execrable !,service,neg,fr
2 heures dattentes minumum aucun service et patronne execrable !,patronne,neg,fr
Tellement decu a deconseiller vivement !!,general,neg,fr
"Les anciens patrons navaient rien avoir, la patronne ny connait rien de rien en restauration",general,neg,fr
"situé dans la petite Venise avec terrasse au bord de l'eau, l'endroit semblait idéal pour cette journée passée à Colmar.",terrasse au bord de l'eau,pos,fr
"situé dans la petite Venise avec terrasse au bord de l'eau, l'endroit semblait idéal pour cette journée passée à Colmar.",endroit,pos,fr
"Puis nous avons été, disons, surpris par l'accueil.",accueil,neg,fr
Un personnage assez dédaigneux nous a accueillis à contre cœur au vu de son attitude.,general,neg,fr
"Même si le repas fut assez copieux et bon, nous avons pas pris autant de plaisir que le lieu nous laissait espéré.",repas,pos,fr
"Même si le repas fut assez copieux et bon, nous avons pas pris autant de plaisir que le lieu nous laissait espéré.",repas,pos,fr
"Même si le repas fut assez copieux et bon, nous avons pas pris autant de plaisir que le lieu nous laissait espéré.",lieu,neg,fr
"Hormis ce personnage, les autres personnes de ce restaurants furent courtoises et très affables.. dommage",general,pos,fr
Au début c'était pas mal du tout puis petit à petit ca a baissé en qualité sans arrêts !,general,neg,fr
"Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité",service,neg,fr
"Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité",plats,neg,fr
"Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité",general,neg,fr
"Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité",plats,neg,fr
"Nous sommes habitués de l'établissement depuis 3ans, et le restaurant ne fais que s'améliorer.",restaurant,pos,fr
"La cuisine est travaillée et change régulièrement, le service est très professionnel, attentionné et charmant.",cuisine,pos,fr
"La cuisine est travaillée et change régulièrement, le service est très professionnel, attentionné et charmant.",cuisine,pos,fr
"La cuisine est travaillée et change régulièrement, le service est très professionnel, attentionné et charmant.",service,pos,fr
Jamais déçus depuis 3 ans.,general,pos,fr
Continuez !,general,pos,fr
Nous y sommes allés par hasard et n'avons pas été déçus!,general,pos,fr
La chaleur de l'établissement et des serveurs contribuent à un bien-être certain!!,établissement,pos,fr
La chaleur de l'établissement et des serveurs contribuent à un bien-être certain!!,serveurs,pos,fr
"Malgré le monde présent, nous avons été rapidement servis.",general,pos,fr
La nourriture et le vin proposé étaient succulents.,nourriture,pos,fr
La nourriture et le vin proposé étaient succulents.,vin,pos,fr
Nous y retournerons!,general,pos,fr
Accueil minable !,Accueil,neg,fr
Attente interminable !,Attente,neg,fr
Premier plat servi : insectes présents !,general,neg,fr
Nous alertons le personnel qui rejette la faute sur nous (insectes venant de l'extérieur).,personnel,neg,fr
Deuxième plat servi : encore des INSECTES.,general,neg,fr
Je déconseille fortement !,general,neg,fr
Celui-ci était d'un excellent rapport qualité/prix et très bon en plus.,general,pos,fr
Celui-ci était d'un excellent rapport qualité/prix et très bon en plus.,general,pos,fr
L'accueil fait par la patronne est toujours souriant et sympathique et le service dynamique et professionnel.,accueil,pos,fr
L'accueil fait par la patronne est toujours souriant et sympathique et le service dynamique et professionnel.,general,pos,fr
Connaissant bien la cuisine de son mari je ne suis pas étonné de la qualité du plat du jour.,plat du jour.,pos,fr
Connaissant bien la cuisine de son mari je ne suis pas étonné de la qualité du plat du jour.,cuisine,pos,fr
"Le cadre vient d'être rafraichi il y a quelques semaines et la maison à colombage qui abrite le restaurant a été rénovée également, bref : Que du positif.",cadre,pos,fr
"Le cadre vient d'être rafraichi il y a quelques semaines et la maison à colombage qui abrite le restaurant a été rénovée également, bref : Que du positif.",maison à colombage,pos,fr
"Le cadre vient d'être rafraichi il y a quelques semaines et la maison à colombage qui abrite le restaurant a été rénovée également, bref : Que du positif.",general,pos,fr
"Petit restaurant au décor soigné, aux tables bien mises.",décor,pos,fr
"L'accueil manque un peu de chaleur, le service qui suivra également.",accueil,neg,fr
"L'accueil manque un peu de chaleur, le service qui suivra également.",service,neg,fr
"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".",menus,neg,fr
"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".",hoummous,pos,fr
"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".",taboulé,pos,fr
"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".",purée d'aubergine,neg,fr
"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".",boulettes,neg,fr
Nous sommes dans le classique du genre avec peu de surprise et des prix plutôt élevés.,general,neg,fr
Nous sommes dans le classique du genre avec peu de surprise et des prix plutôt élevés.,general,neg,fr
Mention spéciale toutefois à la carte des vins (libanais) et au geste du restaurateur qui a offert une partie des desserts.,carte des vins,pos,fr
Mention spéciale toutefois à la carte des vins (libanais) et au geste du restaurateur qui a offert une partie des desserts.,restaurateur,pos,fr
"Allons, une bonne soirée tout de même, mais un effort souhaité sur les goûts et saveurs méditerranéennes !",general,pos,fr
"Allons, une bonne soirée tout de même, mais un effort souhaité sur les goûts et saveurs méditerranéennes !",general,neg,fr
A ne pas rater !,general,pos,fr
Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !,restaurant,pos,fr
Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !,service,pos,fr
Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !,patronne,pos,fr
Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !,plats,pos,fr
Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !,vin,pos,fr
Touristes de passage dans le coin nous y reviendrons sans hésiter une prochaine fois un des meilleurs restaurants fait depuis longtemps,restaurants,pos,fr
"Bar tapas le soir, décoration changeante et parfois approximative.",décoration,neutral,fr
"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique.",vins,neutral,fr
"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique.",tapas,pos,fr
"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique.",tapas,neg,fr
"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique.",personnel,pos,fr
La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante.,déco,neg,fr
La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante.,accueil,pos,fr
La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante.,general,pos,fr
Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .,plats,neutral,fr
Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .,plats,neutral,fr
Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .,plats,neutral,fr
Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .,ambiance musicale,neutral,fr
Bonne soirée passé dans ce lieu,lieu,pos,fr
"Viande de boeuf façon chewing gum, frites couleur marron foncé molles et baignant encore dans leur huile.",Viande de boeuf,neg,fr
"Viande de boeuf façon chewing gum, frites couleur marron foncé molles et baignant encore dans leur huile.",frites,neg,fr
Service austère.,Service,neg,fr
Nous avons rarement aussi mal mangé à Bordeaux.,general,neg,fr
Déjà il y a un gros loupé niveau hygiène :le cuisinier sort dehors avec ses gants puis retourne en cuisine sans les changer ...,general,neg,fr
"Ensuite, viande pas cuite et frites molles .... ( malade le lendemain)",viande,neg,fr
"Ensuite, viande pas cuite et frites molles .... ( malade le lendemain)",frites,neg,fr
"Ensuite, viande pas cuite et frites molles .... ( malade le lendemain)",general,neg,fr
Le soir pas de menu donc ça revient super cher ( rapport qualité \prix on ne s'y retrouve pas à mon sens).,general,neg,fr
Le soir pas de menu donc ça revient super cher ( rapport qualité \prix on ne s'y retrouve pas à mon sens).,general,neg,fr
Le soir pas de menu donc ça revient super cher ( rapport qualité \prix on ne s'y retrouve pas à mon sens).,general,neg,fr
"La carte est originale et attractive et les produits de qualité, malheureusement la note est bien trop salée par rapport à l'expérience délivrée.",carte,pos,fr
"La carte est originale et attractive et les produits de qualité, malheureusement la note est bien trop salée par rapport à l'expérience délivrée.",produits,pos,fr
"La carte est originale et attractive et les produits de qualité, malheureusement la note est bien trop salée par rapport à l'expérience délivrée.",general,neg,fr
"La carte est originale et attractive et les produits de qualité, malheureusement la note est bien trop salée par rapport à l'expérience délivrée.",general,neg,fr
En effet l'accueil plutôt lourd laisse place à un service manquant d'enthousisame et de sourire.,accueil,neg,fr
En effet l'accueil plutôt lourd laisse place à un service manquant d'enthousisame et de sourire.,service,neg,fr
"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.",plats,pos,fr
"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.",vins,neg,fr
"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.",general,neg,fr
"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.",ambiance,pos,fr
"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.",musique,neg,fr
"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.",plats,pos,fr
Mon coup de coeur de l'année 2014.,general,pos,fr
"Amateur de fromage, lorsque je suis descendu dans la cave à fromage, en accés illimité, avec plus de 200 fromages à goûter, je me suis cru au paradis pour 32€.",cave à fromage,pos,fr
"Amateur de fromage, lorsque je suis descendu dans la cave à fromage, en accés illimité, avec plus de 200 fromages à goûter, je me suis cru au paradis pour 32€.",general,pos,fr
"Ajouter à cela une binne salade aux noix et du pain au figues, au lardons et j'en passe, plus un service sympa, j'ai passé un excellent moment à chaque passage ici (ma 1ère visite en a appelé d'autres).",salade aux noix,pos,fr
"Ajouter à cela une binne salade aux noix et du pain au figues, au lardons et j'en passe, plus un service sympa, j'ai passé un excellent moment à chaque passage ici (ma 1ère visite en a appelé d'autres).",service,pos,fr
"Ajouter à cela une binne salade aux noix et du pain au figues, au lardons et j'en passe, plus un service sympa, j'ai passé un excellent moment à chaque passage ici (ma 1ère visite en a appelé d'autres).",general,pos,fr
"Ajouter à cela une binne salade aux noix et du pain au figues, au lardons et j'en passe, plus un service sympa, j'ai passé un excellent moment à chaque passage ici (ma 1ère visite en a appelé d'autres).",general,pos,fr
Possibilité de manger des plats à la carte sur la thématique du fromage.,plats,neutral,fr
Très belle cave à vin.,cave à vin,pos,fr
20/20 pour ce resto,resto,pos,fr
Un restaurant pour une soirée étape très sympa avec une réception accueillante.,restaurant,pos,fr
Un restaurant pour une soirée étape très sympa avec une réception accueillante.,réception,pos,fr
"Simple mais efficace pour un repas du soir , à découvrir mais le midi cela doit être bien.",general,pos,fr
"Nous étions cinq pour repas d'affaire tout c'est très bien passé nous avons tous trouvé nos plats excellents, nous reviendrons avec plaisir.",plats,pos,fr
"Nous étions cinq pour repas d'affaire tout c'est très bien passé nous avons tous trouvé nos plats excellents, nous reviendrons avec plaisir.",general,pos,fr
"Nous arrivons, le responsable ne nous trouve pas sur les réservations.",general,neg,fr
Il nous dit qu'il ne regarde plus internet...Pourquoi proposer l'option dans ce cas ?????,general,neg,fr
Et nous case où il peut...,general,neg,fr
"Pain du buffet cramé, on nous dit que c'est normal...Une serveuse d'un certain âge très très désagréable et pressée de voir partir les clients, même pas fini l'entrée, on nous emmène le plat, et je ne vous dit pas les réflexions d'un gôut douteux.",Pain,neg,fr
"Pain du buffet cramé, on nous dit que c'est normal...Une serveuse d'un certain âge très très désagréable et pressée de voir partir les clients, même pas fini l'entrée, on nous emmène le plat, et je ne vous dit pas les réflexions d'un gôut douteux.",serveuse,neg,fr
"Ca a beaucoup changé, nous n'y remettrons plus les pieds.....",general,neg,fr
Très déçu:,general,neg,fr
Salle tres bruyante,Salle,neg,fr
Serveuse très spécial,Serveuse,neg,fr
"Repas très moyen pas de sauce même en n en demandant à la serveuse réponse de la serveuse ""ce soir c est la dèche """,Repas,neg,fr
"Repas très moyen pas de sauce même en n en demandant à la serveuse réponse de la serveuse ""ce soir c est la dèche """,Repas,neg,fr
"Repas très moyen pas de sauce même en n en demandant à la serveuse réponse de la serveuse ""ce soir c est la dèche """,serveuse,neg,fr
Repas pas tres bien présenté,Repas,neg,fr
Digestion compliqué le lendemain tous mes amis et moi même...,general,neg,fr
"Service très très long, la patronne qui raconte sa vie alors que le restaurant est bondé et que tout le monde attend, des erreurs dans les plats, du bruit dans les cuisines, etc.",Service,neg,fr
"Service très très long, la patronne qui raconte sa vie alors que le restaurant est bondé et que tout le monde attend, des erreurs dans les plats, du bruit dans les cuisines, etc.",patronne,neg,fr
"Service très très long, la patronne qui raconte sa vie alors que le restaurant est bondé et que tout le monde attend, des erreurs dans les plats, du bruit dans les cuisines, etc.",general,neg,fr
"Service très très long, la patronne qui raconte sa vie alors que le restaurant est bondé et que tout le monde attend, des erreurs dans les plats, du bruit dans les cuisines, etc.",general,neg,fr
Nous nous sommes fait livrer plusieurs fois et nous n'avons jamais été déçus mais le service sur place est déplorable...,service,neg,fr
Nous nous sommes fait livrer plusieurs fois et nous n'avons jamais été déçus mais le service sur place est déplorable...,general,pos,fr
Pourtant les plats sont bons et la déco sympa.,plats,pos,fr
Pourtant les plats sont bons et la déco sympa.,déco,pos,fr
"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",Menu,pos,fr
"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",Menu,pos,fr
"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",produits,pos,fr
"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",assiettes,pos,fr
"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",service,pos,fr
"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",restaurant,neg,fr
"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",general,neg,fr
"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",accueil,neg,fr
"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)",vins,neg,fr
"Petit restau suggéré par une amie, on ne regrette pas l''expérience !",restau,pos,fr
"Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux.",Produits,pos,fr
"Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux.",plats,pos,fr
"Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux.",menu,neutral,fr
"Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux.",plats,pos,fr
A recommander absolument.,general,pos,fr
"Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité.",adresse,pos,fr
"Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité.",entrecôte,pos,fr
"Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité.",sauce,pos,fr
"Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité.",vin,pos,fr
Vraiment je recommande chaudement cette adresse.,adresse,pos,fr
J'ai tout aimé ... :-),general,pos,fr
Accueil et service sont agréables et efficaces,general,pos,fr
Accueil et service sont agréables et efficaces,service,pos,fr
Tous les plats sont bons avec une mention spéciale pour le cassoulet breton,cassoulet breton,pos,fr
Tous les plats sont bons avec une mention spéciale pour le cassoulet breton,plats,pos,fr
Restaurant bondé le midi mieux vaut arriver tôt,Restaurant,neg,fr
"Accueil glacial, à peine installés et la carte en main que l'on vient prendre commande.",Accueil,neg,fr
"Accueil glacial, à peine installés et la carte en main que l'on vient prendre commande.",general,neg,fr
Comptez trois quarts d'heure pour avoir uniquement le plat.,general,neg,fr
D'ailleurs plat qui nous est grossièrement transmit de mains à mains.,general,neg,fr
Je n'appelle pas ça un service digne d'un restaurants.,service,neg,fr
Une viande qui n'est pas cuite comme à notre demande : saignante et non à point comme demandé.,viande,neg,fr
Aucune commande de dessert n'a été prise après une demie heure d'attente à la fin du plat.,general,neg,fr
Départ aussi désagréable que l'accueil.,accueil,neg,fr
Départ aussi désagréable que l'accueil.,Départ,neg,fr
Déçus de notre soirée car j'ai connu cette taverne sous de meilleurs jours.,taverne,neg,fr
Beaucoup trop onéreux pour la qualité des plats.,plats,neg,fr
Beaucoup trop onéreux pour la qualité des plats.,general,neg,fr
Un rapport qualité/prix qui se passe donc de commentaire.,general,neg,fr
Un rapport qualité/prix qui se passe donc de commentaire.,qualité/prix,neutral,fr
Je déconseille +++ .,general,neg,fr
"Nous avons rarement mangé des pizza aussi médiocres... pas cuites, mal garnies,...",pizza,neg,fr
AFFREUX!!! à déconseiller!!!,general,neg,fr
Très bon restaurant .Repas effectué le midi en groupe,restaurant,pos,fr
"Service assez rapide vu le nombre de table,assiette bien remplie,personnel sympa choix suffisant",Service,pos,fr
