text,aspect,polarity,lang
Хочется обнять кого согреть любовью а самому скучно жить если было бы щястье я бы все сделал для любви и пусть которой она заслуживает,general,neg,ru
"Приходи, Тебе ВСЁ понравится!.. ;)",general,pos,ru
"Хочу кран, из которого идет оливье.",general,pos,ru
Просто космос!,general,pos,ru
"Ващеее круууто)), супер, музыка и видос)",general,pos,ru
успешно проебали лето.,general,neg,ru
это тебе чтобы каждый день был сладким!!!:-):-):-):-)😊,general,pos,ru
"Нет, я не за #ЗОЖ",general,neutral,ru
Моя мама ...,general,neutral,ru
на Чаки очень похож )))),general,neutral,ru
Моя любимая фоточка),general,pos,ru
Не забываем смотреть и комментить фотки,general,neutral,ru
а мы вот вчера под блюз тусили),general,pos,ru
"Ну ,я подозревала это .",general,neutral,ru
"как поет, как поет)",general,pos,ru
иихуу))) ещё на год постарел))),general,pos,ru
"Есть такие люди, которых стоит увидеть, — и уже счастлив! Анечка, рада нашей встрече! Приезжай по-чаще! Я тебя очень люблю и скучаю! 💋 💋 💋",general,pos,ru
"Раньше слово ""ЛЮБЛЮ"" было, как платье от Коко Шанель. Теперь, как дешевая майка с вьетнамского рынка",general,neg,ru
"Прости, но я хочу вредной еды. .....Так хочется гамбургер из Макдональдса…
Будет мучить изжога и неприятный запах изо рта ...Но ,сука,как же порой хочется изваляться в этой луже ...до поросячьего визга.....
Она всегда будет хотеть гамбургер.... Чертов гамбургер!!!",general,neg,ru
сегодня нас уже будет двое),general,pos,ru
"ну вот -флажок с американского перекрасили.ну а как все начиналось- а Абхазии я сам лично видел последствия, и с многими абхазами говорил, которые в 90х бежали, и которые там выживали.и как грузины - беженцев при погрузке на корабли у уничтожали.мой знакомый выжил например -только по тому что грузинский автоматчик был его учеником..... и жилые многоэтажки- все в пулевых и осколках",general,neg,ru
Я вас блядь всех с ума сведу нахуй!,general,neg,ru
"Так хочется ночью тебе позвонить и сказать, что не спится…
Услышать твой сонный разбуженный голос… и в нем раствориться…
Сказать «Мой родной, мне так грустно вдруг стало очень, 
И я позвонила сказать, что скучаю…» — ну так… между прочим… 

Что был, мол, тяжелый день… проблемы… другие заботы… 
Что на улице дождь… и не балуют солнцем прогнозы погоды… 
А вечером закуталась в плед и за комп… и с лимоном чаю… 
Листала страницы инета… но мысли к тебе все, любимый… скучаю…",general,neg,ru
Артём Дорохов предложил сфотографировать содержимое своих сумок,general,neutral,ru
"Федь, спать не собираешься?",general,neutral,ru
"Ещё афиши, если кто не видел",general,neutral,ru
ты станеш моей женой,general,neutral,ru
"одного люблю. другой нравится. с третьим гуляю. ахуенная девочка,бля",general,neg,ru
"я тоже))))
за то вчера было весело)))

погоним сегодня)))",general,pos,ru
Маникюрчик Оличке!,general,neutral,ru
а чего это ты в контакте сидишь?! Лопату в руки и бегом на крышу!!!!,general,neg,ru
"Всегда буду ценить тех людей, которые 
в трудный момент скажут: ""Я с тобой!""",general,pos,ru
"даааа,я научился ездить а лыжах)))",general,pos,ru
во всех летних альбомах страны,general,neutral,ru
"Рив Гош, или несколько слов о воровстве.",general,neg,ru
припев цепляет),general,pos,ru
Выдохся совсем! По ссылке жмакни:,general,neutral,ru
Танцевальный дебют Софии состоялся. Медаль висит. Радости по самые уши))),general,pos,ru
А за окном прекрасная весна..!,general,pos,ru
еще к теме о безумии человеческом. они прекрасны)),general,pos,ru
Моя радость!!!!),general,pos,ru
"Продаю мёд натуральный цветочный (подсолнечник) в розницу по оптовой цене: 3 литра (4,5 кг) - 650 руб, 1 литр (1,5 кг) - 250 руб., 0,5 литра - 130 руб. Доставка по Краснодару.",general,neutral,ru
Меня почему-то всегда притягивали молчаливые люди.,general,neutral,ru
"господи, ну это идеально!!!",general,pos,ru
"Любимому человеку прощают то, что другим не прощают, и не прощают то, что прощают другим!!!",general,neutral,ru
Город-сад Гуэль,general,neutral,ru
О! Кто-то новенький пришол! Здрасьти!))) Мы вам рады!))),general,pos,ru
"И в будущем.....
*ругается матом* 
PS я всё ещё надеюсь, что это нелепая шутка :(",general,neg,ru
УРААААААААААААААААААА БЛЯ))))),general,pos,ru
Сегодня мой лучший друг купил квартиру. И планировка и качество на отлично!!! КССК.,general,pos,ru
"Самый офигенный подарок на 14 февраля
Love is......",general,pos,ru
• отправлено через ►  ◄,general,neutral,ru
ты похож на молодого Дон Кихота,general,neutral,ru
Скидка всего 420руб за набор,general,neutral,ru
"Просто за считанные минуты можно разрушить крепкие отношения,всего лишь из-за пару не правильно подобранных слов......",general,neg,ru
"хватит уже гулять ,Даха
давай уроки делай",general,neg,ru
"Раймер сучка!! 
Не по катал меня сегодня!!! 
Я обиделась! :(",general,neg,ru
красава братан,general,pos,ru
cadillac sixteen concept!!! моя мечта станет реальностью всего за 2 миллиона долларов....,general,neg,ru
"ахха,Бахирева ты поймёшь)))",general,pos,ru
Ребята мы ведь можем по 4 часа в день трудиться. нас рабски используют.Платят медный грош или совсем забывают заплатить.,general,neg,ru
"Андрей, один из МиниТестов показал следующий результат, смотри ниже. Много других тестов здесь - vk.com/minitest",general,neutral,ru
"Вчерашнюю таблицу чемпионата распечатал и прибил на стене.... Кони первые, вы-вторые. Нижегородцы-третьи, Говно по руководством ""Валерабляидисюда"" на 16-м. Написал Путину письмо, попросил закончить сегодня чемпионат с целью подготовки к Лиге Чемпионов... Жду ответа.... БЕЛЫЙ!",general,neg,ru
Вот вы вреееедныеее с Саньком!,general,neg,ru
моя бесконечная любовь👼,general,pos,ru
голосуйте за кращого!!,general,neutral,ru
"Ты не бабник, нет - не льсти себе.
ты - курицалюб",general,neg,ru
"Никому и никогда не позволю сказать хоть одно негативное слово в сторону моей сестры. Вы можете думать всё что захотите! Но оставляйте своё мнение при себе. Она мой самый близкий человек,она мой лучик света,она моя сестра. И мне всё равно,что вы о ней думаете. Пусть она не всегда поступает верно и вообще некоторые её поступки неадекватны, но для меня она есть и будет самой лучшей:**",general,pos,ru
MOUNT SHOW – Что там у москалей? Или «Как хохлы парад смотрели»,general,neutral,ru
моя прелесть!!!! Несси))),general,pos,ru
Резо миксы делает,general,neutral,ru
акробатим на пляже,general,neutral,ru
На последгнем экзамене,general,neutral,ru
"Я предпочитаю делать в своей жизни то, что я люблю. А не то, что модно, престижно или положено.",general,pos,ru
"Зашла в ""Индийские специи"". Купила кило фиников, горох в васаби, имбирь в сахаре, чечевиц, ХАТА МИТУ и печеньки. Рот сгорел.",general,neutral,ru
Отдыхаем 👑 ✌ 😍,general,pos,ru
Варя ушла в поход!!!!,general,neutral,ru
Ты очень похож на Джастина Бибера! А на кого похож я? -,general,neutral,ru
эй бум бум шо молчишь?:),general,neutral,ru
кто-нибудь помогите избавится от вредной привычки. оч прошу..,general,neg,ru
"Остаться без друзей - самое горшее,после нищеты,несчастье (Даниэль Дефо )",general,neg,ru
кому пофотографировать портерты на пленку?признавайтесь!,general,neutral,ru
"Владик, я скучаааю 😩 :*
Приезжай и пойдем гулять!",general,pos,ru
Перманентный макияж бровей. Теневая растушевка. Первое фото - Сразу после процедуры. Второе фото - через 2 недели после процедуры.,general,neutral,ru
"Вопросов много, мало ответов... Ясно одно: слили ребят.",general,neg,ru
ахахахахахахах))))),general,pos,ru
"С огромным удовольствием посмотрел выпуск! Интересующимся этимологией, антропологией, лингвистикой-советую!!! Так же, лишний раз убедился, что картавые ученые и православные херстианцы-глупые, злобные самодуры) Ну конечно, не без юмора, сарказма, подколов))))))",general,pos,ru
"Говорят, у людей с холодными руками теплое сердце.",general,neutral,ru
о славянских девушках),general,neutral,ru
Я сделаю это...,general,neutral,ru
"Виктор, я подобрала тебе машину",general,neutral,ru
"Друзья! Выручайте! Есть среди вас дизайнеры проектировщики жилых помещений???Срочно для разработки проекта детского сада нужен смелый альтруист, готовый помочь за символическое вознаграждение в сумме не выше 15 000 отечественных рублей😇",general,neutral,ru
"Как же греют слова однокласника ""Да ладно , я тоже ни х*я не учил""=)",general,pos,ru
Мой первенец,general,neutral,ru
"Всероссийский Народный Сход Против Политики Властей состоится, скорее всего, не 3 декабря, а 2.",general,neutral,ru
"если и они тебе не мелодичны, я уже и не знаю...",general,neg,ru
"Я - девушка... 👸 нельзя меня Ругать, нельзя мне Bрать!!!
... Мeня надо любить, ❤целовать😘 и нежно-нeжно oбнимать.😋",general,pos,ru
"Не жизнь, а не понятно что ><",general,neg,ru
"И вот прошел он - слёт краеведов нашего города. Грязь, жара, колючки, бла-бла-бла.... Зато фоток- немерено :)",general,pos,ru
Братан приехал,general,neutral,ru
Го на великах кататься?,general,neutral,ru
завтра самый ужасный день,general,neg,ru
"У меня новая ракетка!
Супер Пинг-Понг!",general,pos,ru
Сегодня встречал олимпийский огонь...,general,neutral,ru
15 минут позора и все закончится,general,neg,ru
• Отправлено через ► vk.com/Fotiko ◄,general,neutral,ru
Добавляйте ее очень хорошая девушка...,general,neutral,ru
куплю 3 оконих стекла,general,neutral,ru
Ебать мне тебя сейчас жалко... ))),general,neg,ru
Определение словарного запаса: vk.com/slovomer,general,neutral,ru
я нашла парней для нашей подруги,general,neutral,ru
почему мир так жесток!!!!?,general,neg,ru
пьяная рожа,general,neg,ru
"Слышь бродяга, еще раз приедешь на историческую родину и не позвонишь- насру под двери, чтоб ты уезжая вспомнил!",general,neg,ru
Я на твиттере страницу завел. а в чем прикол? SvetozarR87 если что,general,neutral,ru
ахаха))) ржу))),general,pos,ru
хочу гууууляяять *_*,general,pos,ru
"У настоящих друзей всегда появляются какие-то общие шутки, 
которые довольно сложно объяснить постороннему...",general,neutral,ru
"Мне одной кажется, что математика это не моё???????🤔🙄😒😩😱💡📚❌❗️❕❗️➕➖➗✖️What????",general,neg,ru
зёбрик точно как у тебя))),general,neutral,ru
"Господа, у меня для вас плохие новости.",general,neg,ru
"Люблю тебя , и это тайна , в душе моей , это сикрет, тебя спросить теперь желаю? меня ты любишь , илинет",general,pos,ru
"блин, и все таки ПУНК(",general,neg,ru
тебе понравится),general,neutral,ru
"Черт,я вообще не делала д/з по русскому с 7сентября!!блин,мне еще 20стр. по биологии заполнять!( Я ВООБЩЕ ДЕЛАЮ УРОКИ???",general,neg,ru
а сами даже машинку стиральную включить не умеют))),general,neg,ru
"ооо,вот ещё,слушайте пожалуйсто",general,neutral,ru
Баня....когда на работу выйдешь????,general,neutral,ru
"так то!ахаха, а а а а, девочки, мальчики, оближешь пальчики)классные ребята)",general,pos,ru
Грустный КПИшный ёжик 😞,general,neg,ru
Ето был твой парень?^^,general,neutral,ru
читай личку!!!,general,neutral,ru
AAAAA!!! наконец-то!!ждуу с нетерпением!!!,general,pos,ru
"Как же все таки приятно когда тебя любят, правда ведь????",general,pos,ru
я на права сдал )))),general,pos,ru
"Который день июль печально хмурится,
Пуская в ход холодные ветра.
Гуляет дождь по опустевшим улицам,
Стучит по плоским крышам до утра.

Нависло небо мрачное над городом,
От серости не скрыться под зонтом.
Сейчас бы солнца, вот бы было здорово!
А вместо этого опять грохочет гром…

Который день в июле пахнет осенью,
И настроение тому под стать.
Я чувствую себя случайной гостьею
В чертогах сентября… и не сбежать.…",general,neg,ru
"вот на сайте питомника Vesma`s Karalius моя Лолка- почему-то там ее зовут Irma)))) и такая же фотка у И. Лозанской в альбоме ""Любуйтесь-Хлоя""- это не правильно так делать- чужих котят выдавать за своих",general,neg,ru
Мне это кого-то определенно напоминает!)))),general,neutral,ru
Хочу в Париж...,general,pos,ru
Моя ёлочка достигла 2 уровня!,general,pos,ru
Топ-10 самых странных фильмов.,general,neutral,ru
"Умение прощать - свойство сильных. Слабые никогда не прощают.
© Махатма Ганди",general,neutral,ru
Работай над собой - это важная цель в твоей жизни.☝💪,general,neutral,ru
ЛЮБЛЮ ТЕБя,general,pos,ru
моя малышка💋😉😊,general,pos,ru
"Антон, я указала какой ты по ХАРАКТЕРУ, зайди по ссылке чтобы узнать =>",general,neutral,ru
"Очень давно интересует один вопрос,но в лицо боюсь спросить:в глаз получу уж точно. Девушки с длинными наращенными(или нет) ногтями в 5 сантиметров,скажите,пожалуйста,только не обижайтесь,как вы ""подтираетесь""?
Сейчас меня закидают тапками,но жутко интересно!",general,neutral,ru
кто страшнее безумный бог или бог безумия?,general,neutral,ru
"к посту ниже - можете кидать свои треки в каменты, будем дополнять плейлист!",general,neutral,ru
Я тоже всегда мордой вперед летал))) даже шрам до сих пор на бороде))) зато скорость и управление были превосходны))),general,pos,ru
то что я отправлял было спамом полюбому =)))))))),general,neutral,ru
"Вот блин...центр города, солнечное утро, клевое -сонное утро, купила по доброй традиции кофе...в ушах наушники...синие штаны,новенькие желтые кеды, вокруг цивильные люди...иду на любимую работу...Метро...шесть дверей, три на вход и три на выход...подхожу...и тут мой мозг отказывается верить...из двери куда все заходят,вылетает женщина преклонного возраста, сшибает меня, кофе выливается на меня...она пролетает, не оглянувшись..сцуко...коня на скаку остановит...есть женщины в русских селениях, похожие больше на баб...",general,neg,ru
Ха!Теперь мне в старбаксе бесплатно Латте делают!=),general,pos,ru
"Море, солнце,  пляж!",general,pos,ru
Люблю тебя солнишкО*),general,pos,ru
"драконов не словили, но вот вагоны с сетками ДНК догнать нам удалось",general,pos,ru
"витя, ты тряпка и кидала ((((",general,neg,ru
"Ахах.. это было незабываемое лето... Люблю тебя:* ♥ 
""Омега"" рулит...",general,pos,ru
"подарите мне кто-нибудь пижаму, наконец! :)",general,pos,ru
Александр Владимирович. Нашёл фото 2или3 года назад обещал вам )))),general,neutral,ru
Завтра игра!!!!,general,neutral,ru
Как-то так...,general,neutral,ru
удалила ферму - это стало похоже на зависимость,general,neg,ru
"Что у тебя опять все плохо, Влад? :)))))Ты по-моему каким-то депрессивным становишься. Эт на тебя так молодежная культура влияет?? :)))",general,neg,ru
"Инженер-конструктор,инструменталист и технолог #AnyWalker #Андрей_Смирнов",general,neutral,ru
"Чувак, ты же сейчас слушаешь Anthrax!
Тебе когда нибудь говорили что ты пиздатый парень?",general,pos,ru
Прям про тебя )),general,neutral,ru
Смауг - самовлюблённый напыщенный баран,general,neg,ru
Бляя ну парни дают))) ахах)))),general,pos,ru
я думал они уже вымерли..,general,neutral,ru
"У задержанных за беспорядки в Москве изъято 16 травматических пистолетов, 208 ножей и еще 260 предметов для уличных боев, в том числе металлическая арматура, молотки, электрошокеры, кастеты, бейсбольные биты.",general,neutral,ru
В нарядe))),general,neutral,ru
Нужен напарник на постоянку),general,neutral,ru
БелГУТ 2012 выпускной УПП,general,neutral,ru
Юг Израиля переходит на военное положение,general,neutral,ru
"Шнур, сука, я взрослый мужик я не могу ходить и напевать - на лабутенах нах и в охуительных штанах😂😂😂",general,pos,ru
если понравитса отпешысь!!,general,neutral,ru
БлондинкоОО,general,neutral,ru
"Обидно, когда с людьми, которые раньше играли в твоей жизни огромную роль, перестаешь общаться так как раньше. Еще обиднее осознавать,что, в принципе, их это не особо волнует.",general,neg,ru
"смотри чтобы с тобой такого не произошло,милый :3",general,pos,ru
И вторая партия.,general,neutral,ru
Вот так и живем.,general,neutral,ru
Как это не будет добавки?🙀😼😸😹 Нюша меня веселит🐱🐱🐱 @ Академика Губкина,general,pos,ru
"«Залечь на дно в Брюгге» (In Bruges, 2007)",general,neutral,ru
Немножко позитива:DDD,general,pos,ru
Весьма интересный взгляд неправда ли?Как вам?,general,neutral,ru
"Вот этот бит стоит 4600, цени",general,neutral,ru
Спокойная хорошая песенка))) Обожаю её))),general,pos,ru
"МЫ ПОРОЙ САМИ ПОРАЖАЕМСЯ НАШЕЙ ПЛОДОВИТОСТИ. Справедливо посчитав, что Арт-Хаус как жанр наиболее целостно способен выразить наше видение композиции, следуя неизменным и священным для нас принципам DIY, мы рады представить вам новую работу ""повстанческой студии партизанской самодеятельности"" - клип на одну из наших старых песен.
ВСЮ БИОМАССУ - В БОЙ!!",general,neutral,ru
"Закончился первый этап моего лечения, меня выписали со стационара. Напоследок уже другой врач сказал:
Может перелом сростется, а может и нет. Если нет, то через месяц мне вырвут нижний передний зуб и с шинами придется ходить еще месяц. Обнадеживающе и оптимистично, хуле. )",general,neg,ru
Гипс(( месяц Без турника!((((,general,neg,ru
клевое видео)аж душа порадовалась))надо футболку такую замутить типа:ОБНИМЕМСЯ?)),general,pos,ru
"Знакомые появляются и исчезают, а лучшие друзья — это навсегда. Потому 
что даже тогда, когда ты не знаешь, куда идешь, они помогают осознать, 
что ты идешь туда не один.",general,pos,ru
так завязывай с психоделиком )),general,neutral,ru
воо...то точно сказано..!!))))))),general,pos,ru
Да где ж там дно уже в этом болоте?,general,neg,ru
"Второй вечер подряд со мной Гарри Поттер!:3
Oh, my God! I'm happy!! ^^",general,pos,ru
Испанцы  в финале!,general,pos,ru
"[id55782182|Наталия], стринги поверх колготок как вариант одеваются сверху.",general,neutral,ru
Новый зал для школы танцев!,general,pos,ru
Акрильчиком рубанул,general,neutral,ru
Я уже так то скучаю....,general,neg,ru
"Радует, что парни выходят на турник в это время и в такую погоду!!!",general,pos,ru
Эта прогулка в памяти останется надолго 😉,general,pos,ru
Юля и Ярослав.,general,neutral,ru
"Внимание!Внимание!
Сбежал маньяк-зоофил по кличке Лютый!
Если кто увидит пусть вломит пизды!",general,neg,ru
Кто помнит это...смайл:),general,neutral,ru
обезьяна с усами(с),general,neutral,ru
"Подруга - это та, которая всегда рассмешит 🙃
Подруга - это та, которая когда смеется то и ты смеешься или наоборот 👑💍
Подруга - это та, которая тебе всегда рада 👯 
Подруга - это та, которая подхватит твою мысль 🚺💭
Подруга - это та, которая звонит тебе 📱
Подруга - это та, которую я люблю 💖❣",general,pos,ru
"Как по-английски ""я объелся"" ??))",general,neutral,ru
"Кто знает, iq 132 это много или мало?",general,neutral,ru
"А я думала,что ошибалась...((( ну простите меня за то что я такая наивная...((( мне очень жаль,я ведь верила...(((",general,neg,ru
12-ть кг карасика!!))),general,pos,ru
"старенькая песня, но тем не менее...=)",general,pos,ru
Православие по македонски,general,neutral,ru
Club Cash Back  Презентация!  Заработок без вложений  абсолютно для всех!!!,general,neutral,ru
класное  видео!,general,pos,ru
Группа Пикник! Новый альбом!,general,pos,ru
"- спаммеры под благое дело ""возвращения стены"" впаривают софт для угона акков. Будьте осторожны. Не проебывайте свои пароли сами.",general,neg,ru
тут образцы проц.актов по кпрф есть))),general,neutral,ru
Боец потерян!,general,neg,ru
"Аналоги
Размер39-45
Цена680 грн
Под заказ",general,neutral,ru
"""Скажем так, мне нравится , когда у жизни большие сиськи. Но во мне не вызывает ни малейшего волнения так называемая кантовская сиська в себе, сколько бы молока в ней ни плескалось . И в этом мое отличие от бескорыстных идеалистов вроде Гайдара ...
 в гробу я видел любую кантовскую сиську в себе со всеми ее категорическими императивами . На рынке сисек нежность во мне вызывает только фейербаховская сиська для нас. Такое у меня видение ситуации."" (с)",general,neutral,ru
"КТО СКОЛЬКО МОЖЕТ, КОМУ СКОЛЬКО НЕ ЖАЛКО, ДЕНИСУ В ПОДАРОК НА НОВЫЙ ГОД... НОМЕР КАРТЫ СКИНУ В ЛИЧКУ!!!СПАСИБО:)",general,neutral,ru
с кем то просто строишь отношения а за кого просто замуж выходишь)))))))),general,neutral,ru
"[id17077|Юрий], для того, чтобы корова мало ела и давала больше молока - её нужно меньше кормить и больше доить. По-моему этот тезис тоже подойдет для иллюстрации ситуации.",general,neutral,ru
Жинтельмены !,general,neutral,ru
"Послушай,если не слышал..",general,neutral,ru
Подушки (печать с двух сторон)!,general,neutral,ru
"155 грн., в наличии в Киеве",general,neutral,ru
Сезон открыт.,general,neutral,ru
Человек из песка,general,neutral,ru
"Когда-нибудь я хочу встретиться с Робертом Паттинсоном и перед кучей 
кричащих Фанаток ""Сумерек"" закричать: ""Боже мой! Это Седрик Диггори!""",general,pos,ru
"Друзья, кто не так давно делал дома ремонт , подскажите, пожалуйста, у какой фирмы можно заказать хорошую входную железную дверь? Желательно с деревянной обивкой (надеюсь, понятно описала).",general,neutral,ru
"Не могу написать в  личку ,ты добавил меня в союзники у меня 15 молоточков если надо можешь попросить о помощи !",general,neutral,ru
• Остальная часть здесь ► vk.com/Fotiko ◄,general,neutral,ru
Шиманская не накрашена а детков свой))),general,neutral,ru
Друзья ))),general,pos,ru
"Слова, запрещённые на ТВ с 1 сентября",general,neutral,ru
Научить кого то петь ?,general,neutral,ru
Робот-пылесос,general,neutral,ru
ничего на ум не приходит?)),general,neutral,ru
"Ненавидите ли вы утренние пробежки так, как ненавижу их я?",general,neg,ru
ничего не напоминает?,general,neutral,ru
Приключения Мишеля и Тэда в России :)),general,neutral,ru
"Господи, зачем все это творится? Зачем повсюду в мире искать врагов и их козни? зачем потом искать друзей, чтобы одолеть недругов? Зачем искать врагов среди этих друзей? А после, искать друзей среди врагов, чтобы одолеть вргов? Остались лишь одни враги и одни козни. Неужели нельзя уже жить? 
написал думскои дьяк Василий(?)",general,neg,ru
общажные самцы,general,neutral,ru
"Молодец, Холифилд!",general,pos,ru
"Если человек не пьёт и не курит, неволей начинаешь задумываться, а не сука ли он.
А.П. Чехов 

?",general,neg,ru
"Вчера нашла в почтовом ящике пустую упаковку из-под жвачки и использованный презерватив в упаковке. Могли бы хоть ""резинку"" не портить, гады.",general,neg,ru
Шикарный видос,general,pos,ru
Решил поплотнее заняться музыкой,general,neutral,ru
В ОТРЫВ ДРУЗЬЯ,general,pos,ru
97% взрослых не могут пройти этот тест по школьной программе,general,neutral,ru
ретро-вечер),general,neutral,ru
В среду пригласили в Кремль на встречу с дважды Героем Советского Союза космонавтом Алексеем Архиповичем Леоновым.,general,neutral,ru
вот она красавица),general,pos,ru
"Опаздываешь на работу?! Да не, бред) для всякой херни всегда есть время )))",general,pos,ru
шикарное правило))),general,pos,ru
Лабрадор просто мечта всей жизни,general,pos,ru
С каким ударом курантов наступает Новый год?,general,neutral,ru
Никаких кукол! Только хардкор!,general,neutral,ru
"Никогда не думал, что будет так тяжело расставаться. Впереди ещё 8 месяцев..",general,neg,ru
О пользе перепостов,general,neutral,ru
а вот эта еще лучше,general,pos,ru
ой! щекотно,general,neutral,ru
Соскучилась(,general,neg,ru
"К
Р
А
С
У
Н
Я",general,pos,ru
"Солнышко мое,к сожалению лето уже закончилось...пора менять статус))))))))))",general,neg,ru
#субботничег,general,neutral,ru
Скучно как то! Бабу что ли резиновую распечатать?! Ее насосом можно накачать? Никто не знает?,general,neutral,ru
"А вот и всеми нами любимый Илюшаа!
АХАХАХХА",general,pos,ru
Уиии ))) начали получаться розочки!!! Всего раз 50 повторить и вуаля.,general,pos,ru
Обычный солнечный денек в лесу!,general,pos,ru
"Мечта женщины-быть женщиной Мечты🎋

праздничные приятности дня.
любимый красный 

#ЗинаШамоян #включениеженственности",general,pos,ru
"И еще знаю, что ты любишь кареглазых 😍 😘 ❤",general,neutral,ru
Минуточка добра,general,pos,ru
"выходные прошли => пора мечтаний, планов, целей => самовольно втягиваюсь в рутину => мда.",general,neg,ru
