text,aspect,polarity,lang
I love the operating system and the preloaded software.,preloaded software,pos,en
The best thing about this laptop is the price along with some of the newer features.,price,pos,en
The best thing about this laptop is the price along with some of the newer features.,features,pos,en
"After numerous attempts of trying (including setting the clock in BIOS setup directly), I gave up(I am a techie).",clock in BIOS setup,neg,en
YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,WARRANTY SERVICE,neg,en
but now i have realized its a problem with this brand.,brand,neg,en
I sent it back to Toshiba twice they covered it under the  warranty.,warranty,pos,en
I was looking for a mac which is portable and has all the features that I was looking for.,features,pos,en
Also kinda loud when the fan was running.,fan,neg,en
"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",Customer Service number,neutral,en
"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",warranty,neg,en
"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",talking to a technician,neg,en
There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,hard disc,neg,en
There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,windows,neg,en
There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,drivers,neutral,en
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,Drivers,pos,en
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,BIOS update,neg,en
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,system,neg,en
Spent 2 hours on phone with HP Technical Support.,HP Technical Support,neutral,en
"Speaking of the browser, it too has problems.",browser,neg,en
The keyboard is too slick.,keyboard,neg,en
Nightly my computer defrags itself and runs a virus scan.,virus scan,neutral,en
"It's like 9 punds, but if you can look past it, it's GREAT!",9 punds,neg,en
It's just as fast with one program open as it is with sixteen open.,program,neutral,en
"Still under warrenty so called Toshiba, no help at all.",warrenty,neg,en
I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,Toshiba Warranty,neg,en
Amazing Quality!,Quality,pos,en
The fact that you can spend over $100 on just a webcam underscores the value of this machine.,webcam,neutral,en
The fact that you can spend over $100 on just a webcam underscores the value of this machine.,value,pos,en
"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",internet,neutral,en
"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",managing personal files,neutral,en
"A month or so ago, the freaking motherboard just died.",motherboard,neg,en
"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",system,neg,en
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,charger,neg,en
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,hardware,neg,en
"If a website ever freezes (which is rare), its really easy to force quit.",force quit,pos,en
It rarely works and when it does it's incredibly slow.,works,neg,en
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,Windows 7,pos,en
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,VMWare program,neutral,en
"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",operating system,pos,en
"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",runs,pos,en
"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",navigate,pos,en
"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",find files,pos,en
Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,warrenty,neg,en
"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",extended warranty,neutral,en
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,memory,neutral,en
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,speed,pos,en
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,performace,pos,en
"The reality was, it heated up very quickly, and took way too long to do simple things, like opening my Documents folder.",opening my Documents folder,neg,en
I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,operating systems,neg,en
"Then, within 5 months, the charger crapped out on me.",charger,neg,en
And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,speed,pos,en
I love the glass touchpad.,glass touchpad,pos,en
I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,hard drive,neg,en
I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,mother board,neg,en
I am using the external speaker- sound is good.,external speaker,pos,en
I am using the external speaker- sound is good.,sound,pos,en
"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",battery life,neg,en
"Then HP sends it back to me with the hardware screwed up, not able to connect.",hardware,neg,en
"Oh yeah, don't forget the expensive shipping to and from HP.",shipping,neg,en
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Mac software,pos,en
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Microsoft software,neg,en
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",use,pos,en
"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",delete  key,neg,en
"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",editing,neg,en
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,use,pos,en
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,service,pos,en
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,phone assistance,pos,en
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,genius bar,pos,en
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,pos,en
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,pos,en
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",gaming,neutral,en
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",movie playing,neutral,en
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",web browsing,neutral,en
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",word editing,neutral,en
"Acer has set me up with FREE recovery discs, when they are available since I asked.",recovery discs,pos,en
"I also purchased Office Max's ""Max Assurance"" with the ""no lemon"" clause.","Office Max's ""Max Assurance""",neutral,en
I eventually did the migration from my iMac backup disc which uses USB.,iMac backup disc,neutral,en
I eventually did the migration from my iMac backup disc which uses USB.,USB,neutral,en
"The battery life seems to be very good, and have had no issues with it.",battery life,pos,en
Enabling the battery timer is useless.,battery timer,neg,en
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Temperatures,neutral,en
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Core Processing Unit temperatures,neutral,en
Going to bring it to service today.,service,neutral,en
"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for Mac,pos,en
"But we had paid for bluetooth, and there was none.",bluetooth,neg,en
"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",LG notebook service center,neutral,en
"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",hinge,neg,en
"My daughter uses it for games, email, facebook, pictures and music.",games,neutral,en
"It is always reliable, never bugged and responds well.",responds,pos,en
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,neg,en
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,neutral,en
"It was slow, locked up, and also had hardware replaced after only 2 months!",hardware,neg,en
they had to replace the motherboard in April,motherboard,neg,en
"Yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.",use,pos,en
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",representive at Microsoft,neg,en
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",system,neg,en
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",XP,pos,en
I love WIndows 7 which is a vast improvment over Vista.,WIndows 7,pos,en
I love WIndows 7 which is a vast improvment over Vista.,Vista,neg,en
"Keyboard is great, very quiet for all the typing that I do.",Keyboard,pos,en
Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,Dell's customer disservice,neg,en
"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",cooling system,neg,en
"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",use,neutral,en
"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.",quad core I7,pos,en
"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.",sales associate,pos,en
"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system,pos,en
"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",Windows applications,neutral,en
You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,virus program,neg,en
It weighed like seven pounds or something like that.,weighed,neutral,en
It weighed like seven pounds or something like that.,seven pounds,neutral,en
"2 months later, the battery went.",battery,neg,en
You may need to special order a bag.,bag,neutral,en
It's color is even cool.,color,pos,en
keys are all in weird places and is way too large for the way it is designed.,keys,neg,en
keys are all in weird places and is way too large for the way it is designed.,designed,neg,en
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",style,pos,en
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",speed,pos,en
The keyboard feels good and I type just fine on it.,keyboard,pos,en
I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad,neutral,en
"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery,neg,en
"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",sales,pos,en
"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",service,pos,en
"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",DELL SUPPORT,pos,en
"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",hard drive,neutral,en
"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",motherboard,neutral,en
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",speed,pos,en
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",construction quality,pos,en
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",longevity,pos,en
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keyboard,pos,en
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keys,pos,en
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","configuration of ""extra key""",pos,en
) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,neutral,en
"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",use,pos,en
"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",security,pos,en
"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",use,neg,en
"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",work,neg,en
lots of preloaded software.,preloaded software,pos,en
"I wish it had a webcam though, then it would be perfect!",webcam,neg,en
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,vga port,pos,en
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,screen,neutral,en
Another thing I might add is the battery life is excellent.,battery life,pos,en
"One drawback, I wish the keys were backlit.",keys,neg,en
"Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.",software,pos,en
I wish the volume could be louder and the mouse didnt break after only a month.,volume,neg,en
I wish the volume could be louder and the mouse didnt break after only a month.,mouse,neg,en
"I play a lot of casual games online, and the touchpad is very responsive.",touchpad,pos,en
"Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.",boots up,pos,en
It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive,neg,en
"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",look and feel standpoint,pos,en
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,neg,en
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,neg,en
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,Mozzilla firfox,pos,en
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",Bluetooth,neg,en
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",fingerprint reader driver,neg,en
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",software,neg,en
"Great battery, speed, display.",battery,pos,en
"Great battery, speed, display.",speed,pos,en
"Great battery, speed, display.",display,pos,en
"The delivery was fast, and I would not hesitate to purchase this laptop again.",delivery,pos,en
I've been impressed with the battery life and the performance for such a small amount of memory.,battery life,pos,en
I've been impressed with the battery life and the performance for such a small amount of memory.,performance,pos,en
I've been impressed with the battery life and the performance for such a small amount of memory.,memory,neg,en
"It's applications are terrific, including the replacements for Microsoft office.",applications,pos,en
"It's applications are terrific, including the replacements for Microsoft office.",Microsoft office,pos,en
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",Resolution,neg,en
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",appearance,neg,en
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",cooling system,neg,en
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",graphics card,neg,en
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,neg,en
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in mic,neg,en
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,neg,en
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,neg,en
Is this partially due to the fact that it is running Windows Vista?,Windows Vista,neutral,en
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,neg,en
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,neg,en
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,neg,en
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,neg,en
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,neg,en
"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",ethernet,pos,en
"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",works,pos,en
Mostly I love the drag and drop feature.,drag and drop feature,pos,en
"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,neg,en
"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",sales tax,pos,en
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages,pos,en
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iWork,pos,en
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",GarageBand,pos,en
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iMovie,pos,en
The screen is very large and crystal clear with amazing colors and resolution.,screen,pos,en
The screen is very large and crystal clear with amazing colors and resolution.,colors,pos,en
The screen is very large and crystal clear with amazing colors and resolution.,resolution,pos,en
"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor,neg,en
"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",iTunes,pos,en
"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",Size,neg,en
"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",external monitor,neutral,en
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,neg,en
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software,neg,en
Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,neg,en
"The display is incredibly bright, much brighter than my PowerBook and very crisp.",display,pos,en
The AMD Turin processor seems to always perform so much better than Intel.,AMD Turin processor,pos,en
The AMD Turin processor seems to always perform so much better than Intel.,Intel,neg,en
After that the said it was under warranty.,warranty,neutral,en
The start menu is not the easiest thing to navigate due to the stacking.,start menu,neg,en
The start menu is not the easiest thing to navigate due to the stacking.,navigate,neg,en
Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,neg,en
The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,neg,en
"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,neg,en
Really like the textured surface which shows no fingerprints.,surface,pos,en
The screen is bright and the keyboard is nice;,screen,pos,en
The screen is bright and the keyboard is nice;,keyboard,pos,en
But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife,pos,en
But the machine is awesome and iLife is great and I love Snow Leopard X.,Snow Leopard X,pos,en
"High price tag, however.",price tag,neg,en
"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",Mac OS,pos,en
"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,neg,en
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie,neg,en
It is easy to use and lightweight.,use,pos,en
I went to Toshiba online help and found some suggestions to fix it.,Toshiba online help,pos,en
They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,pos,en
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,neutral,en
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,processor,neutral,en
This laptop is a great price and has a sleek look.,price,pos,en
This laptop is a great price and has a sleek look.,look,pos,en
I especially like the keyboard which has chiclet type keys.,keyboard,pos,en
I especially like the keyboard which has chiclet type keys.,keys,pos,en
Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality,neg,en
"For the not so good, I got the stock screen - which is VERY glossy.",stock screen,neg,en
The gray color was a good choice.,gray color,pos,en
I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,neg,en
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,processor,neg,en
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,computing,neg,en
I bought a protector for my key pad and it works great :),protector,neutral,en
I bought a protector for my key pad and it works great :),key pad,pos,en
The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,magnetic plug-in power charging power cord,pos,en
It seems they could have updated XP and done without creating Vista.,XP,pos,en
It seems they could have updated XP and done without creating Vista.,Vista,neg,en
"It is easy to use, fast and has great graphics for the money.",graphics,pos,en
"It is easy to use, fast and has great graphics for the money.",use,pos,en
I like how the Mac OS is so simple and easy to use.,Mac OS,pos,en
I like how the Mac OS is so simple and easy to use.,use,pos,en
"While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.",support,pos,en
"I was ready to take it back for a refund, but the Geek Squad camed through and pointed me in the right direction to get it fixed.",Geek Squad,pos,en
only good thing is the graphics quality.,graphics quality,pos,en
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",Appleworks,neg,en
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",browser,neg,en
The paint wears off easily due to the keyboard being farther back than usual.,paint,neg,en
The paint wears off easily due to the keyboard being farther back than usual.,keyboard,neg,en
I had purchased it from a major electronics store and took it to their service department to find out what the problem was.,service department,neutral,en
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty,pos,en
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrentys,neg,en
I always use a backup hard disk to store important files at all times.,hard disk,neutral,en
"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",CD drive,neg,en
"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",running,neg,en
But the screen size is not that bad for email and web browsing.,screen size,pos,en
But the screen size is not that bad for email and web browsing.,web browsing,neutral,en
Once I removed all the software the laptop loads in 15-20 seconds.,software,neg,en
Once I removed all the software the laptop loads in 15-20 seconds.,loads,neutral,en
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,neg,en
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,external mouse,neutral,en
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,neg,en
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,games,neg,en
"Obviously one of the most important features of any computer is the ""human interface.",features,neutral,en
"Obviously one of the most important features of any computer is the ""human interface.",human interface,neutral,en
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",inbuilt applications,neg,en
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",Software,neg,en
The body is a bit cheaply made so it will be interesting to see how long it holds up.,body,neg,en
The i5 blows my desktop out of the water when it comes to rendering videos.,i5,neg,en
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",antivirus software,neutral,en
